110000 7398 5993 0.493604 8 0 39905 73553.3 102778 117522 134549 174047 217280 0 14753 20164 25865.5 28763 26373.3 21675.5 32298
220000 7967 7530 0.846584 8 1036.55 64785.8 123596 176177 218985 278550 329384 356094 935.55 31944.3 37448.6 35938.1 29721.8 36356.9 32587.2 31977
330000 7853 5966 0.796874 8 0 69599 125323 164515 211581 265004 309728 346137 0 38612.6 36182.6 29967 27474.5 34299.3 32763.1 36030.8
440000 7297 11075 0.855783 8 0 67551.9 135864 177992 221922 281170 316761 358553 0 30899.8 39698.4 36815.3 34037.8 36842.5 38768.6 40092.6
550000 7871 9992 0.837737 8 0 65970.5 125768 164123 216479 266857 309874 365444 0 34136.7 39704.4 31275.6 36564.3 29298.5 40626.8 44516.5
660000 7608 11010 0.844887 8 0 64680.5 126978 167332 212438 272800 316008 341604 0 32498.8 35283.5 32338.7 30407 35729.4 36032.3 35966.5
770000 7905 8102 0.781799 8 1785.17 73931.6 119428 169032 214178 264518 300822 358913 1402.68 33902.6 39722.8 31133.1 31552 36680.1 27858.4 38228.8
880000 7546 7350 0.812738 8 240.29 73301.1 130282 178070 221253 272841 315463 347490 191.72 34730.9 37803.4 34061.4 32481.7 35835.6 36730.7 39890.7
990000 8161 10510 0.832608 8 0 63692 124037 172990 206746 272368 309878 352810 0 31803.4 38830.3 33008.6 34670.6 33210 33857.4 43497.8
1100000 7774 8002 0.773747 8 5256.84 67334.8 126195 173446 213421 276731 309403 347861 2958.34 30573.8 34318.1 36784.5 32093.1 30639.6 33551.6 40946.1
1199000 7243 7835 0.853261 8 0 65003.6 120098 178228 211880 270480 324923 353288 0 34903 30093.6 36031.5 33266.8 31613.6 43022.4 28114.3
