KDTree 148184 7315 8 20000 40000 60000 80000 100000 120000 140000 160000 29222.3 62555.9 100480 142243 207141 263495 297395 342432 18589.5 29323.6 41141.7 54639.4 74588.7 90039.8 87652.2 70110.4 
BFBCT 150560 49439 8 20000 40000 60000 80000 100000 120000 140000 160000 32524.4 77292.3 118065 159321 204260 248744 285248 334742 16107.3 34947.2 47497.4 #59163.6 65419.3 61423.1 72153.3 58829.3
Progrega 84553 93340 8 20000 40000 60000 80000 100000 120000 140000 160000 763.197 65113.1 121020 165755 205972 259526 301314 340333 503.513 31700.3 35432.7 32972.7 31908.2 33368.6 34243.8 37506.6
Ahmed 148184 7315 8 20000 40000 60000 80000 100000 120000 140000 160000 29222.3 62555.9 100480 142243 207141 263495 297395 342432 18589.5 29323.6 41141.7 54639.4 74588.7 90039.8 87652.2 70110.4
