448.973 109.958
318.401 42.4341
441.169 378.592
547.972 349.938
477.352 125.946
469.333 112.98
434.339 381.484
397.88 517.902
639.628 214.94
520.913 360.382
583.104 178.773
629.367 310.112
384.83 64.1449
402.388 85.5842
603.431 322.033
499.39 136.02
693.863 280.269
316.296 38.8204
336.361 62.7565
639.376 301.979
459.061 390.617
671.623 232.709
546.3 353.467
448.774 97.0034
411.83 83.9859
566.627 332.923
446.192 153.649
565.795 344.934
569.393 344.189
516.125 351.498
513.648 337.861
112.623 482.785
419.567 333.147
433.465 381.122
131.164 41.7276
404.503 75.6192
339.303 95.8062
405.622 422.209
420.868 393.333
326.919 30.6326
336.969 65.3513
501.447 131.696
507.699 142.375
327.954 81.0668
419.218 337.7
457.742 391.251
632.131 324.406
427.96 315.851
576.122 330.368
198.412 522.163
717.743 279.587
630.241 206.361
317.489 41.8908
586.321 185.518
573.051 178.417
722.143 277.734
370.104 64.4249
393.192 263.168
377.306 139.129
456.553 392.012
393.319 38.5221
698.08 247.057
426.729 492.472
338.037 49.2117
364.118 209.289
547.848 158.682
457.92 116.083
418.309 83.1257
184.487 444.959
605.616 199.972
368.286 54.0128
607.766 198.59
434.323 381.507
380.607 32.9671
397.088 70.7935
423.94 92.492
715.029 276.837
361.941 169.998
344.968 122.21
325.611 29.9019
518.288 149.604
481.024 125.691
514.828 353.165
597.752 331.637
370.379 194.864
354.97 151.408
722.911 260.55
372.561 201.231
238.229 332.821
644.399 214.607
419.631 93.8916
603.001 394.496
587.156 335.648
567.995 109.385
310.543 61.7252
333.449 75.5429
433.749 381.838
455.042 249.336
458.359 392.116
524.22 349.077
722.926 277.402
653.301 223.242
92.7143 196.266
600.998 201.389
402.97 298.5
521.925 350.36
316.1 37.9284
678.675 297.516
436.219 376.435
562.918 569.06
397.589 221.836
444.431 98.1779
387.133 213.717
364.252 152.03
540.293 154.101
710.035 253.91
397.868 71.0933
427.623 94.1407
433.534 381.212
721.998 277.81
656.118 308.256
722.058 278.115
337.892 37.6501
529.299 696.272
386.889 213.631
408.716 307.705
229.275 89.2964
692.522 287.33
417.601 291.895
406.632 193.523
482.476 364.738
300.575 160.596
408.719 315.826
663.318 589.055
334.275 54.6433
347.848 115.468
317.101 37.9476
592.604 191.671
338.548 91.9631
664.669 301.607
601.651 316.709
191.272 201.782
496.348 178.258
457.694 118.656
350.485 464.604
477.74 381.478
655.916 223.886
504.696 368.027
410.58 268.992
334.548 91.7918
436.825 338.46
568.738 167.225
316.379 38.7115
721.474 276.728
502.658 364.48
714.47 264.052
356.258 156.427
453.293 116.304
251.189 203.558
456.647 391.781
550.222 351.75
318.06 40.3311
722.567 276.386
721.454 276.748
341.598 538.495
721.655 277.919
325.682 29.9154
522.475 284.498
382.317 230.056
461.113 392.311
479.29 382.085
721.928 277.566
326.004 29.2554
686.669 239.539
379.01 63.0673
470.937 121.034
258.523 215.26
368.851 195.809
540.172 163.292
434.281 381.294
340.965 39.5756
433.582 381.34
439.337 86.5723
568.082 289.28
721.702 277.374
723.317 276.345
458.311 392.06
332.756 94.5197
551.539 511.985
721.989 276.577
597.728 187.56
654.908 294.628
657.434 305.545
407.418 294.205
474.097 606.341
537.442 161.846
295.864 406.428
407.548 312.188
731.921 286.867
315.488 38.5925
343.967 41.2465
720.707 275.848
670.022 295.537
128.223 635.576
619.756 202.833
448.27 367.672
721.712 276.712
433.691 381.599
478.712 383.94
662.059 239.123
500.503 372.948
458.176 392.097
507.814 217.846
570.972 175.633
420.904 343.984
677.348 252.532
432.537 91.2406
522.702 144.013
461.054 113.99
631.547 385.256
586.112 336.661
457.502 392.354
345.801 463.109
420.12 335.221
623.371 205.938
345.108 88.5956
386.919 251.346
381.927 230.246
331.468 90.5919
722.486 260.691
721.459 276.779
499.14 130.358
326.47 29.9496
483.82 130.099
532.781 156.11
710.063 177.83
443.939 153.555
684.4 253.76
408.016 267.274
494.501 374.788
692.169 275.704
266.78 545.659
659.311 316.694
539.542 351.088
509.854 365.839
457.618 392.364
532.378 360.254
176.619 38.8064
326.037 30.0291
359.763 138.246
722.724 260.517
505.298 367.96
350.467 43.5925
587.931 181.77
556.795 342.496
574.545 267.23
639.805 310.57
589.891 183.124
341.7 80.8594
722.698 277.461
597.905 201.831
398.166 277.554
350.524 107.871
190.59 88.5887
457.892 391.193
457.741 392.237
153.494 639.091
337.88 37.6479
357.155 238.629
348.27 131.749
474.086 383.23
323.546 35.4531
492.043 280.53
680.851 294.544
482.378 364.777
334.628 596.134
437.501 105.646
456.919 392.593
433.353 380.435
411.277 306.853
339.506 73.3945
377.701 62.4469
349.674 107.894
656.209 236.312
705.937 255.97
590.93 334.508
483.383 353.263
571.953 178.253
708.468 283.742
481.123 128.839
533.452 157.416
502.947 144.266
323.863 33.3994
619.114 213.499
404.812 297.112
444.741 262.913
235.364 331.586
373.753 184.344
693.014 245.03
525.81 357.85
430.925 348.204
603.261 190.765
328.955 69.0882
458.126 392.149
379.118 97.6873
498.753 129.759
450.308 330.899
725.011 231.603
419.321 332.746
636.785 170.536
461.903 114.871
167.581 252.848
422.985 96.4062
572.955 200.203
500.571 388.221
555.475 337.582
533.381 159.788
466.569 117.384
457.62 391.323
325.951 111.385
525.863 154.585
575.487 333.229
709.619 253.166
432.346 375.039
244.579 405.619
687.935 302.436
602.59 194.871
472.364 385.974
722.886 260.672
720.308 271.114
722.306 277.663
696.307 273.812
630.683 309.998
601.936 189.955
458.19 392.576
462.012 115.141
594.173 335.721
563.043 172.367
179.813 323.825
364.78 492.284
316.338 38.5225
457.176 391.538
352.583 116.412
445.651 104.65
328.933 23.671
690.842 291.375
488.167 379.128
479.58 118.787
520.258 364.938
425.592 92.3374
341.388 38.3144
311.355 39.563
546.589 340.86
430.681 90.7102
558.952 164.756
391.842 238.818
627.501 317.963
431.275 447.366
438.522 100.296
536.864 161.758
323.751 60.3489
333.313 55.6929
298.437 177.88
622.934 202.352
317.685 156.712
709.042 252.341
373.51 60.137
278.687 124.853
410.981 314.102
575.887 186.047
467.53 369.136
303.985 110.113
664.842 302.561
548.641 213.078
439.345 95.3714
326.868 29.9185
378.589 72.674
462.214 372.032
357.403 50.1034
472.475 532.161
515.279 143.269
554.51 162.162
433.952 102.139
429.815 322.995
361.891 146.685
215.678 524.986
580.588 339.078
723.547 277.612
594.299 333.198
632.137 210.478
457.922 391.182
324.63 66.5456
433.703 381.448
416.593 419.312
577.855 340.247
503.897 133.023
373.945 610.665
716.657 263.92
410.006 362.947
262.55 423.959
592.987 278.55
636.601 314.768
584.097 179.742
585.339 181.702
685.047 255.007
638.063 314.16
665.849 242.864
471.136 113.685
348.101 100.839
326.504 30.3864
636.158 315.018
331.834 46.6285
361.952 178.24
577.152 346.37
354.038 149.186
319.289 88.0309
482.585 381.447
341.732 39.459
342.464 102
677.498 249.504
321.51 461.202
435.021 158.89
401.817 289.157
365.656 513.044
343.573 41.1388
619.885 311.961
635.783 222.907
458.228 392.67
504.657 355.462
354.093 150.703
380.005 60.8226
358.08 540.544
715.362 279.404
402.931 203.546
425.106 356.252
723.696 260.973
487.542 389.737
446.776 363.509
387.836 217.417
417.124 224.082
358.94 67.0791
371.241 197.877
430.95 373.326
459.468 112.901
454.554 387.444
354.417 46.6107
723.307 260.571
670.108 295.447
393.749 265.181
576.035 333.106
306.062 39.3976
355.912 46.6953
450.163 546.758
698.63 287.938
650.902 393.033
425.712 311.475
378.343 199.173
138.497 604.971
548.854 159.193
526.655 90.9787
441.578 421.339
721.932 276.595
432.995 381.578
723.562 261.032
666.033 242.553
547.957 219.688
473.394 119.018
512.177 147.615
336.661 65.6124
723.031 260.727
326.656 30.5194
512.974 138.307
344.2 39.9455
401.157 84.0078
395.711 255.807
343.991 105.652
609.287 194.257
723.981 260.464
586.378 181.249
315.763 38.1358
432.443 375.33
566.22 333.679
410.169 313.163
635.909 211.82
408.388 82.3409
149.351 376.549
374.843 58.4348
394.976 267.329
409.702 270.521
500.786 139.181
433.988 382.952
702.379 355.993
374.582 557.526
305.203 541.22
476.203 383.067
402.312 74.2577
423.354 356.9
413.849 80.4938
692.114 291.02
519.726 365.108
630.352 206.45
460.15 107.513
326.337 30.3434
459.6 107.273
349.313 124.736
346.409 42.0553
703.513 261.14
433.762 381.702
722.392 260.585
616.13 197.981
639.737 312.605
372.85 220.397
638.001 212.474
282.205 439.582
707.341 252.076
326.083 29.8187
723.027 260.757
669.326 231.18
534.388 228.757
709.325 252.456
682.161 266.058
555.494 406.936
683.231 297.606
456.865 114.829
681.988 296.187
589.182 266.646
298.378 223.146
539.662 478.771
503.389 141.122
410.275 410.494
676.528 233.218
579.009 182.146
534.479 154.087
427.129 357.974
332.246 527.858
693.602 244.527
478.619 383.238
410.401 303.504
550.134 346.238
723.383 261.167
654.739 236.042
700.49 285.991
308.136 39.8802
335.98 77.4489
418.023 335.32
644.822 304.869
722.578 260.507
426.847 361.643
692.296 242.823
406.079 301.696
396.791 82.1045
355.408 48.4724
408.478 82.4451
345.253 727.334
658.074 305.194
624.46 203.469
585.681 336.835
641.377 215.851
669.464 244.513
599.353 192.976
349.839 120.687
434.222 381.173
594.253 191.819
234.481 436.96
383.345 648.89
548.676 256.184
455.639 110.949
610.128 194.707
434.484 382.043
269.562 414.481
474.412 116.053
656.875 271.453
715.416 265.113
589.813 324.766
332.277 47.3931
703.478 283.315
695.977 288.025
433.191 382.032
562.133 168.433
377.907 71.8013
286.188 29.8123
583.316 329.613
