KDTree 0 101783 8 20000 40000 60000 80000 100000 120000 140000 160000 7803.82 29337.3 33215.1 65430.4 62404.1 107319 89694.9 151827 4599.32  6768.3  10958.5  23021.3  15833 
BFBCT 143534 55337 8 20000 40000 60000 80000 100000 120000 140000 160000 16513.9 48031.3 76456 106158 129517 155704 177815 205470 8959.43 23364.1 35687.2 40445 44533.2 54206.2 53846.8 56956.2
Progrega 78950 86921 8 20000 40000 60000 80000 100000 120000 140000 160000 5260.75 49622.9 76809.9 102221 125722 161603 185538 208844 2325.25 17841.3 23512.2 24555.2 29008.6 24836.1 21861.9 22906.8
Ahmed 126723 7575 8 20000 40000 60000 80000 100000 120000 140000 160000 21127.8 45415.9 68564.8 95776.3 122899 156423 188094 217365 9358.26 20373.1 25717.6 37499 44928 52460.5 43134.8 44682.9
